date,ICU_Inflow,ICU_Inflow_SMA3d,ICU_Inflow_SMA7d,Hosp_Inflow,Hosp_Inflow_SMA3d,Hosp_Inflow_SMA7d,Tested,Tested_SMA3d,Tested_SMA7d,Cases,Cases_SMA3d,Cases_SMA7d,Cases_Pct,Cases_Pct_SMA3d,Cases_Pct_SMA7d,Prev,R,RNA,RNA_SMA3d,RNA_SMA7d,Vacc_Est,Vacc_Est_SMA3d,Vacc_Est_SMA7d,Vacc_Est_Carehomes,Vacc_Adm_GGD,Vacc_Adm_Hosp,Vacc_Adm_Doctors,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
2020-12-12,37.0,31.0,28.0,247.0,214.66666666666666,193.428571428571,57923.0,65707.0,61128.0,7496.0,8059.333333333333,7376.142857142857,12.9413186471695,12.305328495973134,12.211846822411172,108111.5,1.2349999999999999,11444131041259.902,16256276006697.518,21324520109990.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
2020-12-13,36.0,34.333333333333336,30.1428571428571,166.0,204.0,194.285714285714,51471.0,59464.0,63192.0,7040.0,7681.333333333333,7636.857142857143,13.6776048648754,12.983238569640067,12.153201563989729,109965.5,1.205,22225076604438.625,15234113768007.994,21905741932839.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
2020-12-14,36.0,36.333333333333336,31.8571428571429,184.0,199.0,199.142857142857,73823.0,61072.333333333336,64979.0,9831.0,8122.333333333333,8030.142857142857,13.3169879305907,13.311970480878534,12.406532990613757,111380.5,1.16,18257485621708.01,17308897755802.182,18684280481736.246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
2020-12-15,46.0,39.333333333333336,35.2857142857143,262.0,204.0,207.142857142857,72924.0,66072.66666666667,66598.0,9434.0,8768.333333333334,8344.42857142857,12.9367560748176,13.3104496234279,12.576806553509913,113922.5,1.1400000000000001,15052818193901.26,18511793473349.3,17038764721041.629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
2020-12-16,28.0,36.666666666666664,34.1428571428571,142.0,196.0,199.714285714286,75359.0,74035.33333333333,67243.0,10256.0,9840.333333333334,8677.0,13.6095224193527,13.287755474920333,12.9224081110794,117163.5,1.1400000000000001,27600745593751.344,20303683136453.54,18843564861984.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
2020-12-17,38.0,37.333333333333336,35.8571428571429,221.0,208.33333333333334,203.0,71492.0,73258.33333333333,67427.0,9854.0,9848.0,8917.0,13.7833603759861,13.443212956718801,13.228048929952474,120379.5,1.1400000000000001,18765308853743.39,20472957547132.0,17911242795304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2020-12-18,52.0,39.333333333333336,39.0,264.0,209.0,212.285714285714,67523.0,71458.0,67216.0,9611.0,9907.0,9074.57142857143,14.2336685277609,13.875517107699899,13.499888405793271,124496.0,1.1400000000000001,24455434611505.0,23607163019666.58,19685857217186.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
2020-12-19,45.0,45.0,40.1428571428571,290.0,258.3333333333333,218.428571428571,60920.0,66645.0,67645.0,8595.0,9353.333333333334,9231.57142857143,14.1086671043992,14.041898669382064,13.6666524711118,129631.0,1.12,30445977362465.348,24555573609237.91,22400406691644.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
2020-12-20,36.0,44.333333333333336,40.1428571428571,218.0,257.3333333333333,225.857142857143,56395.0,61612.666666666664,68348.0,7833.0,8679.666666666666,9344.857142857143,13.8895292135828,14.0772882819143,13.696927378069999,134679.0,1.06,30664358613471.49,28521923529147.28,23606018407220.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
2020-12-21,37.0,39.333333333333336,40.2857142857143,205.0,237.66666666666666,228.857142857143,76865.0,64726.666666666664,68783.0,9783.0,8737.0,9338.0,12.7275092694985,13.575235195826833,13.612716140771113,139569.0,0.995,48662917102343.9,36591084359426.914,27949651475883.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
2020-12-22,33.0,35.333333333333336,38.4285714285714,359.0,260.6666666666667,242.714285714286,80660.0,71306.66666666667,69888.0,9350.0,8988.666666666666,9326.0,11.5918670964543,12.736301859845199,13.420589143862072,143515.5,0.95,41019568124248.375,40115614613354.586,31659187180218.406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
2020-12-23,56.0,42.0,42.4285714285714,297.0,287.0,264.857142857143,80553.0,79359.33333333333,70630.0,9343.0,9492.0,9195.57142857143,11.5985748513401,11.972650405764298,13.133310919860273,148027.0,0.925,34828776349611.277,41503753858734.52,32691763002484.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
2020-12-24,38.0,42.333333333333336,42.4285714285714,321.0,325.6666666666667,279.142857142857,57102.0,72771.66666666667,68574.0,7429.0,8707.333333333334,8849.142857142857,13.0100521873139,12.066831378369434,13.022838321478527,151676.0,0.91,26804095008729.074,34217479827529.57,33840161024624.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2020-12-25,41.0,45.0,40.8571428571429,317.0,311.6666666666667,286.714285714286,34761.0,57472.0,63894.0,5641.0,7471.0,8282.0,16.227956618049,13.612194552234333,13.307736620091115,154909.5,0.9,30840589228291.844,30824486862210.73,34752325969880.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
2020-12-26,42.0,40.333333333333336,40.4285714285714,213.0,283.6666666666667,275.714285714286,36432.0,42765.0,60395.0,5725.0,6265.0,7872.0,15.7142072902942,14.9840720318857,13.537099503790401,158128.5,0.885,21274804418404.76,26306496218475.23,33442158406442.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
2020-12-27,42.0,41.666666666666664,41.2857142857143,243.0,257.6666666666667,279.285714285714,43144.0,38112.333333333336,58502.0,6028.0,5798.0,7614.142857142857,13.9718153161506,15.304659741497934,13.548854661300085,160075.5,0.86,26425815391264.297,26180403012653.64,32836652231841.934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
2020-12-28,54.0,46.0,43.7142857142857,273.0,243.0,289.0,61161.0,46912.333333333336,56259.0,8508.0,6753.666666666667,7432.0,13.9108255260705,14.532282710838432,13.717899840810372,161676.0,0.84,66916988483862.766,38205869431177.27,35444376714916.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
2020-12-29,72.0,56.0,49.2857142857143,430.0,315.3333333333333,299.142857142857,65195.0,56500.0,54050.0,8315.0,7617.0,7284.142857142857,12.7540455556408,13.545562132620633,13.88392533497987,161512.0,0.85,40386301568425.32,44576368481184.13,35353910064084.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
2020-12-30,64.0,63.333333333333336,50.4285714285714,289.0,330.6666666666667,298.0,62669.0,63008.333333333336,51495.0,8451.0,8424.666666666666,7156.714285714285,13.4851361917375,13.383335757816267,14.153434097893784,160718.0,0.875,59597946508329.41,55633745520205.84,38892362943901.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
2020-12-31,38.0,58.0,50.4285714285714,294.0,337.6666666666667,294.142857142857,40146.0,56003.333333333336,49073.0,5864.0,7543.333333333333,6933.142857142857,14.6066855975689,13.615289114982401,14.381524585073072,158459.0,0.91,10548927440658.0,36844391839137.57,36570196148462.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2021-01-01,37.0,46.333333333333336,49.8571428571429,239.0,274.0,283.0,33332.0,45382.333333333336,48868.0,4913.0,6409.333333333333,6829.142857142857,14.7395895835833,14.277137124296567,14.168900723006542,155886.0,0.94,41736435787975.5,37294436578987.63,38126745656988.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
2021-01-02,37.0,37.333333333333336,49.1428571428571,248.0,260.3333333333333,288.0,47313.0,40263.666666666664,50423.0,6177.0,5651.333333333333,6893.714285714285,13.0556083951557,14.133961192102632,13.7891008808439,153308.0,0.935,23682416494349.21,25322593240994.24,38470690239266.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
2021-01-03,29.0,34.333333333333336,47.2857142857143,241.0,242.66666666666666,287.714285714286,38880.0,39841.666666666664,49814.0,5443.0,5511.0,6810.142857142857,13.9994855967078,13.931561191815598,13.793053778066357,149418.0,0.91,42637029821130.445,36018627367818.38,40786578014961.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
2021-01-04,41.0,35.666666666666664,45.4285714285714,226.0,238.33333333333334,281.0,54638.0,46943.666666666664,48882.0,7838.0,6486.0,6714.428571428572,14.3453274277975,13.800140473220333,13.855125478313072,145557.5,0.9,16334370185274.75,27551272166918.137,33560489686591.805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
2021-01-05,46.0,38.666666666666664,41.7142857142857,320.0,262.3333333333333,265.285714285714,55385.0,49634.333333333336,47480.0,7131.0,6804.0,6545.285714285715,12.8753272546718,13.7400467597257,13.872451435317501,141572.5,0.9199999999999999,32663887348240.65,30545095784881.95,32457287655136.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
2021-01-06,39.0,42.0,38.1428571428571,262.0,269.3333333333333,261.428571428571,54503.0,54842.0,46314.0,6890.0,7286.333333333333,6322.285714285715,12.6415059721483,13.287386884872532,13.751932832519042,137402.0,0.95,15100615468323.38,21366291000612.93,26100526077993.137,44.0,14.666666666666666,6.285714285714286,0.0,44.0,0.0,0.0,0,0,1,0,0,0,0
2021-01-07,29.0,38.0,36.8571428571429,231.0,271.0,252.428571428571,49737.0,53208.333333333336,47684.0,6008.0,6676.333333333333,6342.857142857143,12.0795383718359,12.532123866218667,13.39091180027147,133142.0,0.975,15678254313772.773,21353211496270.83,26508166486462.004,15128.0,5057.333333333333,2167.4285714285716,0.0,128.0,15000.0,0.0,0,0,0,1,0,0,0
2021-01-08,37.0,35.0,36.8571428571429,249.0,247.33333333333334,253.857142857143,45167.0,49802.333333333336,49375.0,5560.0,6152.666666666667,6435.285714285715,12.3098722518653,12.343638865283168,13.043809324311756,129484.0,0.975,16255893159222.166,21340131991928.73,26915806894930.87,27022.0,14064.666666666666,6027.714285714285,0.0,1022.0,26000.0,0.0,0,0,0,0,1,0,0
