date,ICU_Inflow,ICU_Inflow_SMA3d,ICU_Inflow_SMA7d,Hosp_Inflow,Hosp_Inflow_SMA3d,Hosp_Inflow_SMA7d,Tested,Tested_SMA3d,Tested_SMA7d,Cases,Cases_SMA3d,Cases_SMA7d,Cases_Pct,Cases_Pct_SMA3d,Cases_Pct_SMA7d,Prev,R,RNA,RNA_SMA3d,RNA_SMA7d,Vacc_Est,Vacc_Est_SMA3d,Vacc_Est_SMA7d,Vacc_Est_Carehomes,Vacc_Adm_GGD,Vacc_Adm_Hosp,Vacc_Adm_Doctors,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
2020-11-26,33.0,34.666666666666664,33.2857142857143,192.0,188.33333333333334,184.0,40797.0,42060.0,37406.0,4431.0,4480.0,4185.857142857143,10.8610927274064,10.657846262613534,11.315939058226958,105250.5,0.96,15620878746849.762,18654819022947.863,48444289181622.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2020-11-27,23.0,31.666666666666668,31.5714285714286,188.0,176.66666666666666,179.857142857143,36894.0,39760.333333333336,37362.0,4080.0,4327.0,4127.285714285715,11.0587087331273,10.889192456067931,11.171762301500829,104408.0,0.99,20030035511579.86,16970137762457.834,38472095326945.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
2020-11-28,19.0,25.0,27.8571428571429,166.0,182.0,177.142857142857,27063.0,34918.0,37168.0,3306.0,3939.0,4101.571428571428,12.2159405830839,11.378580681205866,11.16479449973563,104303.0,1.01,15102820065734.56,16917911441388.06,29362145335702.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
2020-11-29,18.0,20.0,26.7142857142857,112.0,155.33333333333334,168.857142857143,23860.0,29272.333333333332,36980.0,3077.0,3487.6666666666665,4104.428571428572,12.8960603520536,12.056903222754933,11.2723057829337,104161.5,1.02,26988700449057.77,20707185342124.062,20792943012874.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
2020-11-30,18.0,18.333333333333332,26.0,134.0,137.33333333333334,166.428571428571,47470.0,32797.666666666664,37352.0,5008.0,3797.0,4130.142857142857,10.5498209395408,11.887273958226098,11.242009913663741,103830.0,1.025,14157746181418.596,18749755565403.645,18891965610947.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
2020-12-01,20.0,18.666666666666668,24.2857142857143,187.0,144.33333333333334,161.285714285714,51570.0,40966.666666666664,38463.0,5184.0,4423.0,4222.285714285715,10.0523560209424,11.166079104178934,11.197393609117784,103206.0,1.0550000000000002,33739177694711.69,24961874775062.688,20128408239756.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
2020-12-02,25.0,21.0,22.2857142857143,142.0,154.33333333333334,160.142857142857,52653.0,50564.333333333336,40044.0,5607.0,5266.333333333333,4384.714285714285,10.6489658708905,10.4170476104579,11.183277889577843,103182.0,1.1,9498314303822.38,19131746059984.223,19305381850453.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
2020-12-03,21.0,22.0,20.5714285714286,153.0,160.66666666666666,154.571428571429,52189.0,52137.333333333336,41671.0,5958.0,5583.0,4602.857142857143,11.4161988158424,10.705840235891765,11.262578759354414,102461.0,1.16,12104927747034.13,18447473248522.73,18803103136194.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2020-12-04,28.0,24.666666666666668,21.2857142857143,189.0,161.33333333333334,154.714285714286,47495.0,50779.0,43186.0,5946.0,5837.0,4869.428571428572,12.5192125486893,11.528125745140734,11.471222161577558,101922.0,1.22,22124310435627.285,14575850828827.932,19102285268200.914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
2020-12-05,31.0,26.666666666666668,23.0,189.0,177.0,158.0,32227.0,43970.333333333336,43923.0,4484.0,5462.666666666667,5037.714285714285,13.9137989884259,12.616403450985866,11.7137733623407,101917.5,1.255,14511911908585.166,16247050030415.53,19017869817179.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
2020-12-06,21.0,26.666666666666668,23.4285714285714,160.0,179.33333333333334,164.857142857143,37017.0,38913.0,45803.0,5215.0,5215.0,5343.142857142857,14.0881216738255,13.507044403646901,11.884067836879542,101958.5,1.25,18156523844494.125,18264248729568.86,17756130302241.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
2020-12-07,24.0,25.333333333333332,24.2857142857143,150.0,166.33333333333334,167.142857142857,61315.0,43519.666666666664,47781.0,7078.0,5592.333333333333,5638.857142857143,11.5436679442225,13.181862868824632,12.0260459804055,102114.0,1.225,40807715779430.66,24492050510836.65,21563268816243.637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
2020-12-08,22.0,22.333333333333332,24.5714285714286,206.0,172.0,169.857142857143,61593.0,53308.333333333336,49213.0,7234.0,6509.0,5931.714285714285,11.7448411345445,12.458876917530835,12.267829568062941,103077.5,1.2149999999999999,26571428518763.57,28511889380896.12,20539304648251.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
2020-12-09,36.0,27.333333333333332,26.1428571428571,194.0,183.33333333333334,177.285714285714,70847.0,64585.0,51812.0,7928.0,7413.333333333333,6263.285714285715,11.1903115163663,11.492940198377767,12.34516466027377,104288.5,1.2149999999999999,14967144607150.96,27448762968448.395,21320566120155.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
2020-12-10,26.0,28.0,26.8571428571429,198.0,199.33333333333334,183.714285714286,70200.0,67546.66666666667,54385.0,8174.0,7778.666666666667,6579.857142857143,11.6438746438746,11.526342431595134,12.377689778564086,105287.0,1.23,25291563320507.19,22276712148807.246,23204371202079.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
2020-12-11,30.0,30.666666666666668,27.1428571428571,199.0,197.0,185.142857142857,68998.0,70015.0,57457.0,8508.0,8203.333333333334,6945.857142857143,12.3307921968753,11.721659452372066,12.3507725854478,106549.0,1.24,12033133658325.455,17430613861994.54,21762774519608.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
