date,ICU_Inflow,ICU_Inflow_Lag,ICU_Inflow_SMA7d,Hosp_Inflow,Hosp_Inflow_SMA7d,Cases,Cases_Pct,RNA,Vacc_Est,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday
2021-01-09,3.784189633918261,3.6109179126442243,3.607049435866305,5.517452896464707,5.536771679099338,8.623353387244627,2.5104015625523686,30.419476614912654,10.204406628019905,0,0,0,0,0,1
2021-01-08,3.6109179126442243,3.367295829986474,3.607049435866305,5.442417710521793,5.531128323264381,8.700847193443972,2.491512977524491,30.38329579262314,9.624302610338294,0,0,0,0,1,0
2021-01-07,3.367295829986474,3.6635616461296463,3.6413385093449353,5.568344503761097,5.566161096780152,8.837826364007704,2.536985524987867,30.345756618410395,3.784189633918261,0,0,0,1,0,0
2021-01-06,3.6635616461296463,3.828641396489095,3.7308436532129683,5.768320995793772,5.580807412297391,8.872206756028303,2.5553128640653586,31.117291221135094,0.0,0,0,1,0,0,0
2021-01-05,3.828641396489095,3.713572066704308,3.816141233724863,5.420534999272286,5.638354669333745,8.966738978759576,2.6634242743939938,30.424292604087356,0.0,0,1,0,0,0,0
2021-01-04,3.713572066704308,3.367295829986474,3.85620822632175,5.484796933490655,5.6619679242231955,8.6020856584342,2.6390205858479145,31.383744236257023,0.0,1,0,0,0,0,0
2021-01-03,3.367295829986474,3.6109179126442243,3.8947315083180842,5.5134287461649825,5.662960480135946,8.728587995695898,2.5692178035283257,30.79575396864108,0.0,0,0,0,0,0,0
2021-01-02,3.6109179126442243,3.6109179126442243,3.9091617731471144,5.476463551931511,5.645446897643238,8.499640032168648,2.6905370426546393,31.362395623130823,0.0,0,0,0,0,0,1
2021-01-01,3.6109179126442243,3.6375861597263857,3.920557907877983,5.683579767338681,5.684065557972476,8.676587243566487,2.681479341543709,29.987045306289843,0.0,0,0,0,0,1,0
2020-12-31,3.6375861597263857,4.1588830833596715,3.920557907877983,5.666426688112432,5.697093486505405,9.042040056544483,2.6015880560392106,31.718642234848048,0.0,0,0,0,1,0,0
2020-12-30,4.1588830833596715,4.276666119016055,3.8976342679760467,6.063785208687608,5.700921242375168,9.025816391627028,2.5458485197575493,31.32951177330991,0.0,0,0,1,0,0,0
2020-12-29,4.276666119016055,3.9889840465642745,3.7776749528970672,5.60947179518496,5.666426688112432,9.048762176320128,2.632667351842968,31.8344739892991,0.0,0,1,0,0,0,0
2020-12-28,3.9889840465642745,3.7376696182833684,3.7205165390571193,5.493061443340548,5.632235323364152,8.704170559746386,2.637042108717417,30.90536250402106,0.0,1,0,0,0,0,0
2020-12-27,3.7376696182833684,3.7376696182833684,3.699536748587924,5.3612921657094255,5.619365132843619,8.65259782842244,2.7545652261070077,30.688544597321275,0.0,0,0,0,0,0,0
2020-12-26,3.7376696182833684,3.713572066704308,3.7100816617645402,5.75890177387728,5.658486199741026,8.637816633739977,2.786735472062898,31.0598527704169,0.0,0,0,0,0,0,1
2020-12-25,3.713572066704308,3.6375861597263857,3.747821989747386,5.771441123130016,5.631723683547414,8.913146539151807,2.5657223038394967,30.919575790605982,0.0,0,0,0,0,1,0
2020-12-24,3.6375861597263857,4.02535169073515,3.747821989747386,5.6937321388027,5.579190597070488,9.142382678792956,2.4508822329216056,31.181465067608098,0.0,0,0,0,1,0,0
2020-12-23,4.02535169073515,3.4965075614664802,3.648801230546525,5.883322388488279,5.49188497261662,9.143131622282732,2.450303739843469,31.345070340098253,0.0,0,0,1,0,0,0
2020-12-22,3.4965075614664802,3.6109179126442243,3.695996921882801,5.3230099791384085,5.433097978572992,9.18840146445743,2.5437657350988228,31.515938400158344,0.0,0,1,0,0,0,0
2020-12-21,3.6109179126442243,3.58351893845611,3.6924445202784315,5.384495062789089,5.419902688154159,8.96610085736724,2.6311352622813153,31.054122138872916,0.0,1,0,0,0,0,0
2020-12-20,3.58351893845611,3.8066624897703196,3.6924445202784315,5.66988092298052,5.386459056873747,9.05893591781695,2.646789296795942,31.046974995034667,0.0,0,0,0,0,0,0
2020-12-19,3.8066624897703196,3.9512437185814275,3.6635616461296463,5.575949103146316,5.35793307622239,9.170663554823284,2.655610181248955,30.827873581649296,0.0,0,0,0,0,0,1
2020-12-18,3.9512437185814275,3.6375861597263857,3.579542790076472,5.3981627015177525,5.313205979041787,9.195632743103909,2.6234620947817286,30.563031007412505,0.0,0,0,0,0,1,0
2020-12-17,3.6375861597263857,3.332204510175204,3.5305534028761962,4.955827057601261,5.296887773738444,9.23561817916045,2.6107697256254063,30.94886390255313,0.0,0,0,0,1,0,0
2020-12-16,3.332204510175204,3.828641396489095,3.5634781875726644,5.568344503761097,5.333408686359306,9.152075463844207,2.5600725679089416,30.342586345002047,0.0,0,0,1,0,0,0
2020-12-15,3.828641396489095,3.58351893845611,3.4612616224048067,5.214935757608986,5.294022442265155,9.193295937366925,2.5890405082036625,30.53559628291239,0.0,0,1,0,0,0,0
2020-12-14,3.58351893845611,3.58351893845611,3.405947984420752,5.111987788356544,5.269329829674783,8.859363449152088,2.6157598138886464,30.732242344091468,0.0,1,0,0,0,0,0
2020-12-13,3.58351893845611,3.6109179126442243,3.332204510175204,5.5093883366279774,5.264908304416905,8.922124823918258,2.5604251886079843,30.068498141702715,0.0,0,0,0,0,0,0
2020-12-12,3.6109179126442243,3.4011973816621555,3.3011139231051714,5.293304824724492,5.2211277278569055,9.048762176320128,2.5120995646561592,30.11868509897064,0.0,0,0,0,0,0,1
2020-12-11,3.4011973816621555,3.258096538021482,3.2905318137746375,5.288267030694535,5.213381755742253,9.008713664124222,2.4547802600984077,30.861491990457406,0.0,0,0,0,0,1,0
2020-12-10,3.258096538021482,3.58351893845611,3.263576003786106,5.267858159063328,5.177762636149292,8.978156076009824,2.4150483607537048,30.336878555161427,0.0,0,0,0,1,0,0
2020-12-09,3.58351893845611,3.091042453358316,3.201584327758141,5.327876168789581,5.134957747635469,8.886547412512042,2.4634140917992595,30.91085763860442,0.0,0,0,1,0,0,0
2020-12-08,3.091042453358316,3.1780538303479458,3.189888287994949,5.0106352940962555,5.118848878736488,8.864746660905409,2.4461370566973772,31.339892291700146,0.0,0,1,0,0,0,0
2020-12-07,3.1780538303479458,3.044522437723423,3.153956278768884,5.075173815233827,5.105079298012733,8.559294367434873,2.645332007856318,30.530051052524154,0.0,1,0,0,0,0,0
