,Date_measurement,RNA_flow_per_100000,RNA_per_ml,Measurement_count,RNA_per_100000_per_measurement,pandas_SMA_3,pandas_SMA_7
359,2021-04-13,2377453411058750.0,0.0,87,27327050701824.71,23960311954529.613,27901168114793.008
360,2021-04-14,1792488914680903.0,0.0,109,16444852428265.166,21432257454304.668,25536404282501.77
361,2021-04-15,1605693483430575.0,0.0,86,18670854458495.06,20814252529528.312,25922391354711.043
362,2021-04-16,587472986281616.0,0.0,30,19582432876053.867,18232713254271.363,25063339996732.22
363,2021-04-17,1179947875540778.0,0.0,28,42140995555027.79,26798094296525.574,24102867311632.96
364,2021-04-18,2774396699008843.0,0.0,92,30156485858791.773,30626638096624.48,24978220158754.645
365,2021-04-19,3164012525820498.0,0.0,137,23094981940295.605,31797487784705.05,25345379116964.85
366,2021-04-20,2052359108140576.0,0.0,86,23864640792332.277,25705369530473.22,24850749129894.504
367,2021-04-21,1110082758658789.0,0.0,65,17078196287058.293,21345939673228.723,24941226824007.81
368,2021-04-22,1573335061457549.0,0.0,95,16561421699553.146,19168086259647.902,24639879287016.105
369,2021-04-23,718597127526437.0,0.0,29,24779211294015.07,19472943093542.168,25382276203867.707
370,2021-04-24,798173342914635.0,0.0,28,28506190818379.82,23282274603982.68,23434446955775.145
371,2021-04-25,3179612861182219.0,0.0,120,26496773843185.16,26594058651860.016,22911630953545.625
372,2021-04-26,1418146935789401.0,0.0,41,34588949653400.023,29863971438321.668,24553626341131.97
373,2021-04-27,3152493039830581.0,0.0,147,21445530883201.23,27510418126595.47,24208039211256.105
374,2021-04-28,716310805294308.0,0.0,36,19897522369286.332,25310667635295.863,24610800080145.824
